"Year","Cited by","Link","Affiliations","Funding Details","Language of Original Document"
"1996","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951786969&doi=10.1080%2f07491409.1996.11089818&partnerID=40&md5=fc30aca6cd60c3bdc4c25a17d68fe963","Kent State University, United States; School of Communication Studies, Kent State University, United States","","English"
"1980","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974327480&doi=10.2307%2f2054674&partnerID=40&md5=7abc08e519ea7f70514e23e7ba49bf43","Stanford University, United States","","English"
"2014","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906672000&partnerID=40&md5=7c6b0632bb146c96e109979d8db2c90d","Vilniaus Dailes Akademija, Lithuania","","Lithuanian"
"2009","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649291666&doi=10.4000%2frfp.1755&partnerID=40&md5=f8add0bde0922c5b55eb052cdc531f09","","","French"
"2016","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023159672&doi=10.5840%2fenviroethics20163812&partnerID=40&md5=7767eb119138286761669cefd9e8b6ab","Center for General Education, Tzu Chi University, No. 701, Sec. 3, Zhongyang Road, Hualien, 97004, Taiwan","","English"
"2021","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075020732&doi=10.1080%2f01490400.2019.1686444&partnerID=40&md5=0e8052baf665b5333a1494f5156bf334","Institute of Tourism and Leisure, Zhejiang University, Hangzhou, China; Department of Tourism Management, Guangxi International Business Vocational College, Nanning, Guangxi, China","","English"
"2020","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084428321&doi=10.3390%2fijerph17093304&partnerID=40&md5=9d5ae34c3dbe117bb130229eeebae406","Department of Sports Science and Physical Education, The Chinese University of Hong Kong, Hong Kong; School of Physical Education, Jinan University, Guangzhou, 510632, Guangdong, China","","English"
"2012","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891585355&doi=10.1002%2f9781444361995&partnerID=40&md5=0d2bf723e429714248926e599280b0d3","Department of Religion, Trinity University, San Antonio, TX, United States","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928007654&doi=10.2991%2flemcs-14.2014.175&partnerID=40&md5=0d15b17ab847631f9992f3db2ec33147","North China Institute of Science and Technology, East Yanjiao, Beijing, China","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070604804&partnerID=40&md5=5a08d877fc544622249229dc29ef6ef2","Chinese University of Hong Kong, Hong Kong","","English"
"1995","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029327647&doi=10.1049%2fem%3a19950311&partnerID=40&md5=e4a7b613f9427aa827aab80fbfa14b30","Oxon. 0X11 9RE, 23 Pebble Drive, Didcot, United Kingdom","","English"
"2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746159282&doi=10.1007%2fs11466-005-0015-y&partnerID=40&md5=76dc62d48f1bac6d65d6d298f02039fa","Department of Philosophy, Peking University, Beijing 100871, China","","English"
"2015","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043447096&doi=10.1016%2fB978-0-08-097086-8.28038-0&partnerID=40&md5=f26e9ed08e2d2a5877830e1862c5ea07","The Chinese University of Hong Kong, Hong Kong","","English"
"2008","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349097494&doi=10.1007%2fs10902-006-9037-y&partnerID=40&md5=8cf793d13ce0ee74a27045ccaec43418","Department of Philosophy, Zhejiang University, Hangzhou 310028, China; Department of Sociology, Erasmus University Rotterdam, Rotterdam 3000, P.O. Box 1738, Netherlands","","English"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893285452&partnerID=40&md5=1e7a58d9b5687cb041c77be75e86da7b","Center for General Education, Chung Yuan Christian University, Taiwan","","Chinese"
"2013","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883798008&doi=10.1016%2fj.jbusres.2013.05.022&partnerID=40&md5=aae3fb6abdb8f5aac809ca7791aba6b5","City University of Hong Kong, Hong Kong","City University of Hong Kong, (9680022); National Natural Science Foundation of China, NSFC, (71172215)","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124818259&doi=10.7771%2f1481-4374.3455&partnerID=40&md5=fe7035b46bf68ab414d0c4face3b252e","Department of Literature and Linguistics, University of Education, Hue University, Viet Nam","National Foundation for Science and Technology Development, NAFOSTED, (602.05-2018.01)","English"
"2016","36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954070795&doi=10.1177%2f0011000015616463&partnerID=40&md5=6447191abbb12d7cc7413ac37f858609","Indiana University Bloomington, Bloomington, IN, United States; Academia Sinica, Taipei, Taiwan","","English"
"1983","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980311210&doi=10.1111%2fj.1540-6253.1983.tb00271.x&partnerID=40&md5=ecad708213c0b0b97435a1040968fbd4","University of Hawmii at Manoa, Honolulu, United States","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029904301&partnerID=40&md5=eece1e39eced4b6883d2836a98ee3013","Department of Chinese and Pacific Studies, Institute of International Relations, History and Oriental Studies, Kazan (Volga Region) Federal University, Russian Federation; Lev Tolstoy Institute of Philology and Intercultural Communication, Kazan, Russian Federation","","Russian"
"2007","60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847319684&doi=10.1016%2fj.ijproman.2006.08.001&partnerID=40&md5=4031f5625917a2257ab235c27a5ca83a","Department of Building and Construction, City University of Hong Kong, Kowloon Tong, 83 Tat Chee Road, Hong Kong; Department of Management, City University of Hong Kong, Hong Kong","","English"
"2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148415312&doi=10.19852%2fj.cnki.jtcm.2023.01.003&partnerID=40&md5=9e5c935439c45b11737413c9757c8289","Institute Of Basic Research In Clinical Medicine, China Academy Of Chinese Medical Sciences, Beijing, 100700, China","","English"
"2009","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76949104421&doi=10.5840%2fenviroethics200931441&partnerID=40&md5=fbdb1ce6d534a7c5ce254b08f24a4e5f","Department of Philosophy, National University of Singapore, Singapore 117570, 3 Arts Link, Singapore","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026401200&doi=10.1111%2fajsp.12180&partnerID=40&md5=969abdda7481ae543ba1ba82794bfa46","School of Psychology, Massey University, Auckland, New Zealand","","English"
"2020","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099950504&doi=10.1142%2fS2345748120500116&partnerID=40&md5=a3f0d1d2701ebdfd11a8bcbc69db48b3","School of Philosophy and Religions, Minzu University of China, No. 27 Zhongguancun South Avenue, Haidian District, Beijing, 100081, China; Institute of Ethnology and Anthropology, Chinese Academy of Social Sciences, Building 6, Zhongguancun Nandajie 27, Beijing, 100081, China; The Barstow School, Ningbo Campus, No. 619 Yonghe West Road, Zhenhai District, Ningbo, Zhejiang, 315202, China","Traditional Rural Culture of Minorities in the Rural Revitalization, (19AMZ015); National Office for Philosophy and Social Sciences, NPOPSS; Minzu University of China, MUC","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123221780&partnerID=40&md5=f45d30e18b030ee4f8d3c00a2ac654f8","Faculty of Humanities, Department of Asian Studies, University of Latvia, Latvia; Institute of Philosophy and Sociology, University of Latvia, Latvia","","English"
"2015","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088463336&doi=10.1002%2f9781118793305.ch8&partnerID=40&md5=3a3778625779c63fa791063ad16916ea","","","English"
"1994","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980239999&doi=10.1111%2fj.1540-6253.1994.tb00463.x&partnerID=40&md5=2c807ec8fc14e79c89ff5aa9f704119f","Indiana University, Indiana, United States","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988349932&doi=10.1111%2fjebm.12216&partnerID=40&md5=eea31bde4e654302776fb9b707d25cb4","Institute of Basic Research in Clinical Medicine, China Academy of Chinese Medical Sciences, Beijing, China","","English"
"2014","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926504972&partnerID=40&md5=045d8feb198c779cfcffaa16352f198c","Schöneberger Straße 6a, Wallenhorst, D-49134, Germany","","English"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923249907&doi=10.1093%2foxfordhb%2f9780195137989.003.0012&partnerID=40&md5=955ee244c5a6337afa7ecaf47f81850a","University of California, Riverside, United States","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857814195&doi=10.1080%2f17449626.2011.635685&partnerID=40&md5=2b9f474c0d9eaf008bb2fbc49b675834","Department of Politics and Public Administration, University of Hong Kong, Meng Wah Complex, Hong Kong, Pokfulam Road, Hong Kong","","English"
"2008","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52249105824&partnerID=40&md5=4e72ec587d1ff3edc45e355678c27517","Department of Political Science, University of Melbourne, Australia","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041850186&doi=10.1177%2f0047244117745434&partnerID=40&md5=3f9cdfeca0cffc605d08b17781d483ed","Haley Gallery, Nashville, TN, United States","","English"
"2016","81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920152914&doi=10.1007%2fs10551-014-2508-x&partnerID=40&md5=2d79bbd190ea56c5dc3729883140e120","Accounting Department, School of Management, Xiamen University, No. 422, Siming South Road, Xiamen, 361005, Fujian, China","Key Project of Key Research Institute of Humanities and Social Science in Ministry of Education, (13JJD790027); Philosophy and Social Sciences; National Natural Science Foundation of China, NSFC, (71072053); Xiamen University, XMU; Specialized Research Fund for the Doctoral Program of Higher Education of China, SRFDP, (20120121110007)","English"
"2009","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650876458&doi=10.1080%2f13691450802220982&partnerID=40&md5=8215b666eb604593c71c658b4e6ed20c","Department of Social Work, Hong Kong Baptist University, Kowloon Tong, Hong Kong","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122355028&doi=10.30965%2f23642807-bja10026&partnerID=40&md5=e94c6bd6ec1e6ad172b2c17a53b5be75","General Department and Geriatric Center, Xiyuan Hospital, China Academy of Chinese Medicine Sciences, Beijing, China; Cardiovascular Center, Xiyuan Hospital, China Academy of Chinese Medicine Sciences, Beijing, China","","English"
"1979","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980302146&doi=10.1111%2fj.1540-6253.1979.tb00081.x&partnerID=40&md5=897a199856eb646f86535625d57e4164","Indiana University, Indiana, United States","","English"
"1983","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980270877&doi=10.1111%2fj.1540-6253.1983.tb00277.x&partnerID=40&md5=c308f69b5269d123f849163135a24ada","University of Nevada, Las Vegas, United States","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122429650&doi=10.4067%2fS0718-92732021000200009&partnerID=40&md5=0e217e4ad63de8e6cf94278e8d7034af","Universidad Nacional Mayor de San Marcos, Peru","","Spanish"
"2008","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052762399&partnerID=40&md5=f05c839c30c450fe6b2c37d0731f0346","Kulturos, Filosofijos ir Meno Institutas, Lithuania","","Lithuanian"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142064516&doi=10.4324%2f9781315029641-22&partnerID=40&md5=4e856c0f48870c0e696991ebe6120e27","Seoul, South Korea; Indiana University, United States; Indiana University, United States","","English"
"2017","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020212561&doi=10.1111%2fajsp.12168&partnerID=40&md5=47defd5930b21d29be32e835c1e2df72","School of Psychology, Massey University, Auckland, New Zealand","","English"
"2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878250620&doi=10.2753%2fCSP1097-1467440200&partnerID=40&md5=4dce9923912066d9e75346b03d82c14e","School of Philosophy, Renmin University, China; Department of East Asian Languages and Cultures, Stanford University, United States","","English"
"1986","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980247075&doi=10.1111%2fj.1540-6253.1986.tb00095.x&partnerID=40&md5=45b577a9d41906ae5a664e0fa117efc9","University of Texas at Austin, United States","","English"
"2021","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102552970&doi=10.3389%2ffpsyg.2021.626122&partnerID=40&md5=f0e89c87deb895337757be5469bd362e","Department of Counseling and Educational Leadership, The College of Saint Rose, Albany, NY, United States; Department of Human Development and Family Studies, University of North Carolina at Greensboro, Greensboro, NC, United States; Department of Psychology, University of Rochester, Rochester, NY, United States","","English"
"2007","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47049114371&doi=10.1111%2fj.1468-0122.2007.00406.x&partnerID=40&md5=509f0ada718142fbf7197045743d745d","Department of Curriculum and Instruction, Hong Kong Institute of Education, Hong Kong","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062766671&partnerID=40&md5=03dd5f5adcd142133ca5b57cafa9a72a","Hong Kong Institute of Asia-Pacific Studies, Chinese University of Hong Kong, Hong Kong, Hong Kong","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904888785&partnerID=40&md5=53b4f42c44c49a770a48aba059f3ad87","Ewha Womans University in Seoul, South Korea","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142919594&doi=10.1057%2fs41291-022-00211-4&partnerID=40&md5=aa3fd2ea353528f805d08006ba284601","College of International Studies, Sichuan University, No. 24 South Section 1, Yihuan Road, Chengdu, 610065, China; Faculty of Economics and Management, Universiti Kebangsaan Malaysia, Selangor, Malaysia; School of Public Administration, Sichuan University, No. 24 South Section 1, Yihuan Road, Chengdu, 610065, China; Nottingham Business School, Nottingham Trent University, Shakespeare Street, Nottingham, NG1 4FQ, United Kingdom","Sichuan Federation of Social Science Associations, SFOSSA, (SC21C021)","English"
"2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886464154&doi=10.1002%2f9781444355390.ch6&partnerID=40&md5=1b52d39cdedeb0b4cb43ebf14303cfbd","Wesleyan University, United States","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944682439&doi=10.18848%2f2327-008x%2fcgp%2fv09i3-4%2f53217&partnerID=40&md5=694b4da468911d8a112dededabfbe3f6","National Institute of Education, Nanyang Technological University, Singapore","","English"
"2017","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042605193&doi=10.1007%2f978-981-10-6289-6&partnerID=40&md5=58aec3361cbfff98d3882ca2a5317cf2","Australian Catholic University, Melbourne, VIC, Australia","","English"
"2021","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087879923&doi=10.1177%2f1043659620938135&partnerID=40&md5=a169130d470bc0322b65b7f6753f80a3","Department of Nursing, School of Health and Social Care, Staffordshire University, Stoke-on-Trent, United Kingdom; The University Hospitals of North Midlands NHS Trust, Stoke-on-Trent, United Kingdom; VID vitenskapelige høgskole, Berge, Oslo, Norway; University of Wolverhampton, Wolverhampton, West Midlands, United Kingdom","","English"
"1983","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922011167&doi=10.1111%2fj.1540-6253.1983.tb00272.x&partnerID=40&md5=8b293bad45c190067e5102545611675c","University of Hawaii at Manoa, Honolulu, United States","","English"
"2004","106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909358194&doi=10.4324%2f9780203646717&partnerID=40&md5=d47da07a387b787ef649b44955e48afe","University of Georgia, United States","","English"
"1983","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020924472&partnerID=40&md5=2760446fab868ebdc7b9ca3899428eb1","Italy","","undefined"
"2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923509767&doi=10.1093%2foxfordhb%2f9780195366556.013.0006&partnerID=40&md5=d39eb6fabda35d82570bb85b2571caee","Educational Psychology and Research, College of Education, University of Memphis, Memphis, TN, United States; College of Education Science, Nanjing Normal University, Nanjing, China","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068561527&doi=10.31857%2fS004287440000734-2&partnerID=40&md5=2ba79d2af146f6cac137f2acb3ed2cad","Department of Philosophy, Culturology and Religious Studies, Institute for Mongolian, Buddhism and Tibetan Studies SB RAS; East-Siberian State Institute of Culture, Russian Federation","Russian Foundation for Basic Research, RFBR, (17-03-00250)","Russian"
"2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068154989&doi=10.1080%2f13674676.2019.1593338&partnerID=40&md5=e35e65c865b17d5aa2de17536e884086","Department of Epidemiology, Ningxia Medical University, Yinchuan, China; Suicide Research and Prevention Center, Shanghai Mental Health Center, School of Medicine, Shanghai Jiao Tong University, Shanghai, China; School of Medicine, Duke University Medical Center, Durham, NC, United States; Departments of Psychiatry and Epidemiology, Columbia University, New York, NY, United States","China Medical Board, CMB, (11-063)","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907912224&partnerID=40&md5=511b48862e84ffddf0f036c6e564bf3c","U.S. Navy Mid-Atlantic Regional Calibration Center, Norfolk, VA, United States; ASQ Hampton Roads Section, Virginia, United States; ASQ Influential Voices Program, VA, United States","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096211589&doi=10.1080%2f23311983.2020.1847769&partnerID=40&md5=b159745eb61bbb284eb747416801e581","Department of Literature and Linguistics, College of Education, Hue University, Hue City, Viet Nam","National Foundation for Science and Technology Development, NAFOSTED, (602.05-2018.01)","English"
"2016","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995661637&doi=10.1108%2fNBRI-12-2015-0033&partnerID=40&md5=46c6c27c2ca2ecd90d78d224e729b5af","School of Accounting, Southwestern University of Finance and Economics, Chengdu, China; Research Institute of Economics and Management, Southwestern University of Finance and Economics, Chengdu, China; Sun Yat-sen Business School, Sun Yat-sen Advanced Institute of Finance, Guangzhou, China; Gordon Ford College of Business, Western Kentucky University, Bowling Green, KY, United States","","English"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856998190&partnerID=40&md5=38e23d3483a60a5933ed15eb1608de40","","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040176462&doi=10.3726%2fcul.2017.02.08&partnerID=40&md5=1f2252d41217e6dab04147c5a9df5ebf","Department of Philosophy, Nanjing University, 22 Hankou Road, Nanjing, Jiangsu Province, China","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136462265&doi=10.4103%2fCMAC.CMAC_45_19&partnerID=40&md5=1d0451a7706da03b149c5899d1676845","School of Traditional Chinese Medicine, Xiamen University Malaysia, Selangor, Sepang, Malaysia; Department of Control System, Spin Au Pty Ltd, Perth, Australia","Office of Research and Innovation; Xiamen University, Malaysia","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103700009&doi=10.1007%2f978-90-481-2933-1_3&partnerID=40&md5=9e8c6f2aa20ea4747c1e7a4b754cf832","Department of Asian Studies, University of British Columbia, Vancouver, BC, Canada","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028554966&doi=10.1080%2f02604027.2017.1357981&partnerID=40&md5=e93ef42f5f7a86fc651aaf2b963da384","Hofstra University, Hempstead, NY, United States","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989865199&partnerID=40&md5=cf0897fdaf053d82bbad1228f79f55bf","Department of Religious and Cultural Studies, Al-Farabi Kazakh National University, Almaty, Kazakhstan; Department of Philosophy, Al-Farabi Kazakh National University, Almaty, Kazakhstan","","English"
"2014","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049137497&doi=10.1007%2fs13520-014-0035-6&partnerID=40&md5=9c14d00936415d1651e4a91703a14e74","National Taiwan Normal University, Taipei, Taiwan","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012257806&partnerID=40&md5=35a80db9b3197bb2dbb00d8f1b53a3fe","Foreign Languages and Literature at Tamkang University, Taiwan","","English"
"2022","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138522352&partnerID=40&md5=d6626d6e3a814550ac5d4fbbe14046bb","Department of Curriculum, Teaching, and Learning, University of Toronto, Canada; Ontario Institute for Studies in Education, University of Toronto, Canada","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893006478&partnerID=40&md5=37bb17a11ba512737fed7edddaaa4b9e","Department of Chinese Language and Literature, National Pingtung University of Education, Taiwan","","Chinese"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105677730&doi=10.1007%2f978-90-481-8993-9_7&partnerID=40&md5=bef6e87986c6ddbc1a1dd99f6abd7406","Faculty of Religious Studies, McGill University, University Street 3520, Montreal, H3A 2A7, QC, Canada","National Science Foundation, NSF, (CHE-9500735)","English"
"2011","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015882506&doi=10.1057%2f9780230321458&partnerID=40&md5=742c3c713c9eb2b043a40471f471ec04","Soka University of America, United States","","English"
"1994","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945881149&doi=10.2753%2fCSA0009-4625260313&partnerID=40&md5=6faea0d67cdc9647e39c22e30d826f49","","","English"
"1995","227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981375144&doi=10.1111%2fj.1468-5914.1995.tb00269.x&partnerID=40&md5=0ac188f911b08ee0ce608a4b7377df68","Department of Psychology Hong Kong, University of Hong Kong, Hong Kong","","English"
