"Year","Cited by","Link","Affiliations","Funding Details","Language of Original Document"
"2012","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875292600&partnerID=40&md5=d1ba2e627395c8bc55d61fe26f94fbf5","Department of Religious Studies, University of Waterloo, Canada","","English"
"1972","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970679260&doi=10.1177%2f001452467208301202&partnerID=40&md5=69da0d943ba7346910e13802a75a3a43","University of Otago, Dunedin, New Zealand","","English"
"2012","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921777524&doi=10.1093%2facprof%3aoso%2f9780195679199.001.0001&partnerID=40&md5=244e25bca43c707db5f39c2ef0d16a64","University of Waterloo, Canada, Canada","","English"
"2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068549906&doi=10.3390%2frel10040252&partnerID=40&md5=fd8f38c99ae45683461be9340894a5e8","Department of Languages and Cultures, Ghent University, Ghent, 9000, Belgium","Research Foundation—Flanders, (FWO.OPR.2015.0004.01); Fonds Wetenschappelijk Onderzoek, FWO","English"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923249959&doi=10.1093%2foxfordhb%2f9780195137989.003.0006&partnerID=40&md5=d518fe939f971dab0fa7432b3fff8c82","Amherst College, United States","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139714560&doi=10.4324%2f9781315307831-24&partnerID=40&md5=b312ee592b942c466d02b909cf3409f0","Department of English Language and Literature, National University of Singapore, Singapore","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142136192&doi=10.1007%2f978-94-024-0846-1_507&partnerID=40&md5=56477e76473c3d61a6bcb2bf9d8b9f15","Department of Literature, University of California, 1156 High Street, Santa Cruz, 95064, CA, United States","","English"
"2021","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114605541&doi=10.1093%2fmonist%2fonab003&partnerID=40&md5=61f44e6ac626356b8c432d1a5c340836","Syracuse University, United States","","English"
"2001","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748081986&partnerID=40&md5=13273b87e8aa200e9639bad134d7d012","Department of Theological Studies; Loyola Marymount University, United States","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937809272&doi=10.1177%2f0376983615569814&partnerID=40&md5=b42ccbefb5e091e5bc081c07b8cbcd35","Department of History, University of Delhi, India","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133215299&doi=10.1080%2f17448727.2022.2090793&partnerID=40&md5=1cbd76fe784eae81ce0143e2517a375e","Social Art Lab, Members Co. Ltd., Tokyo, Japan","","English"
"2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952661238&partnerID=40&md5=520cc0f6af85fc4b99c61182cdd404e3","","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053468625&doi=10.1080%2f17448727.2018.1485381&partnerID=40&md5=ec374eb76e8997f9857041ca0c313639","Department of History, Jadavpur University, Kolkata, India","","English"
"2013","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884686476&doi=10.1001%2fjamadermatol.2013.4025&partnerID=40&md5=850f2c3b75a82baafcfd1128bc57a45f","Department of Dermatology, Duke University Medical Center, Durham, NC 27710, PO Box 2822, United States; Department of Internal Medicine, Good Samaritan Hospital, Baltimore, MD, United States; Yale Primary Care, Waterbury Hospital, Waterbury, CT, United States; Department of Dermatology, Children's National Medical Center, Washington, DC, United States","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942119679&partnerID=40&md5=23b91fecbb9e5fcf13d466fd67232f65","University of Bergen, Norway","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061871315&doi=10.4324%2f9780203792360&partnerID=40&md5=85593424d3e9b461d79b05c4926aadc7","University of Idaho, United States","","English"
"2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076944084&doi=10.4324%2f9780429048678-11&partnerID=40&md5=6ca51dcba7838e8292d5cb03bb9b3bf4","The University of Akron, Akron, United States","","English"
"2008","51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909031908&doi=10.4324%2f9780203930595&partnerID=40&md5=4e00659b6b3487352dd806300003a631","University of Bergen, Norway","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031101876&doi=10.1007%2f978-3-319-28424-8_14&partnerID=40&md5=a2b0a6e302436465f3c35b4b0ccf55c7","Universal Peace Federation, Tarrytown, NY, United States","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027170481&doi=10.4324%2f9781315626178&partnerID=40&md5=53ef3c769edc22697511abf5bce6c167","Suffolk Business School, United States","","English"
"2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068564369&doi=10.3390%2frel10040243&partnerID=40&md5=7fb1d1cc86b599e9a6923ed1f151429c","Chao Center for Asian Studies, Rice University, 6100 Main St, Houston, 77005, TX, United States","","English"
"1984","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149371727&doi=10.1016%2fS0048-721X%2884%2980009-3&partnerID=40&md5=4649ff2bf0f9e8f0322300a894c1be40","West Sussex Institute of Higher Education, Chichester, Sussex, Bishop Otter Campus, College Lane, United Kingdom","","English"
"2006","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917125054&doi=10.4324%2f9780203967836&partnerID=40&md5=9fa7fee835ada0c92a710de2f66fdb44","","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020434407&doi=10.1163%2f15685306-12341413&partnerID=40&md5=7d12e883d22536f23c3e10fc53d92de5","University of North Dakota, United States","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110065302&doi=10.1080%2f00856401.2021.1933719&partnerID=40&md5=67e8bf1391096c3600c442ef44501217","Department of Sociology (Retired), University of Delhi, Delhi, India","Norges Forskningsråd, (231569)","English"
"2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61949349409&doi=10.1017%2fs0041977x0600005x&partnerID=40&md5=0df4ee118a57539534c36235f4ac4ace","School of Oriental and African Studies","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957709683&doi=10.1163%2f9789004225343_013&partnerID=40&md5=8333f6557e7470e8fec852bc151cac7c","","","English"
"2014","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918826951&doi=10.1080%2f17448727.2014.980608&partnerID=40&md5=a7abc570658cdb5487012dd5adfbded8","Department of Religious Studies, University of California, 900 University Avenue, Riverside, 92521, CA, United States","","English"
"2011","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939809190&doi=10.7135%2fUPO9781843313977.021&partnerID=40&md5=1137f371e8bac6b7d8f4d1dba6729c71","","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937031203&partnerID=40&md5=aac2fe8e4334dc017846bad21efd588c","University of Bergen, Norway","","English"
"2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347292945&doi=10.1080%2f13537900600926154&partnerID=40&md5=11b05ac1406d03af29145b67c0d12cb4","Department of Religious Education, Secondary School; Bath Spa University; Study of Religions Department, Bath Spa University, Newton St Loe, BATH BA2 9BN, Newton Park, United Kingdom","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105989093&doi=10.1007%2f978-3-030-37340-5_8&partnerID=40&md5=3d25be5b8b211708d79bfe0e9b4b7f9c","University of California, Irvine, CA, United States","","English"
"2011","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951990928&doi=10.1080%2f15228967.2011.540897&partnerID=40&md5=b085c970590d25c0963dc52b864242f3","New York Medical College, Metropolitan Hospital Center, New York NY 10029, 1901 1st Avenue, United States","","English"
"2007","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77449097650&doi=10.1515%2f9783110198737.1.9&partnerID=40&md5=94372f6b8d27a27235b99e5417f2d73a","","","English"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086543706&doi=10.4324%2f9780203102312-14&partnerID=40&md5=a82e9cc154d32efcb942b4988e390d3f","University of California, Riverside, United States","","English"
"2011","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052611765&doi=10.1080%2f13674676.2010.523891&partnerID=40&md5=16a145f755ce53d8047c99c253a2e1b2","Warwick Religions and Education Research Unit, University of Warwick, Coventry, United Kingdom","","English"
"1986","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945769792&doi=10.1080%2f0141620850080310&partnerID=40&md5=3ac9d453ae363b4a53d20976c2d6e56b","senior lecturer at West London Institute of Higher Educatio, London Regio, Lancaster House, Borough Road, Isleworth, Middlesex, TW7 5DU, United Kingdom","","English"
"2005","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18644364814&doi=10.1080%2f03085140500054545&partnerID=40&md5=4b0fdf0290252a05e91ae8ed5439cee0","Department of Social Anthropology, University of Cambridge, Cambridge CB2 3RF, United Kingdom","","English"
"2014","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907068996&doi=10.1177%2f0019464614536016&partnerID=40&md5=02a88ece928b92a90553ec7cad01d3fb","SOAS, United Kingdom","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942122068&doi=10.1108%2fS1572-832320150000024010&partnerID=40&md5=8307067db78d7dea808361d444f6bbf9","","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105838579&partnerID=40&md5=813d279fb8f2d6a3c82de8d4e49dec9d","University of Ottawa, Canada","","English"
"2009","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917099747&doi=10.4324%2f9780203874912&partnerID=40&md5=1793aa335e72c365b34a719ff8131cdb","","","English"
"2017","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030097531&doi=10.1177%2f0069966717717587&partnerID=40&md5=5dd31af9a5f8c847d5d2579d02f1f17f","University of Lausanne, Lausanne, Switzerland","","English"
"2016","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008600091&doi=10.4103%2f0019-5545.196702&partnerID=40&md5=57684e444ee82302b96cd1ca17f60f5b","Former Superintendent and Prof. of Psychiatry, Department of Psychiatry, Institute of Mental Health, Madras Medical College, India; Research Assistant, Schizophrenia Research Foundation, Anna Nagar West Extension, R/7A, North Main Road, Chennai, Tamil Nadu, India; Department of Psychiatry, Pondicherry Institute of Medical Sciences, Puducherry, India","","English"
"2017","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019115832&doi=10.4103%2fijem.IJEM_52_17&partnerID=40&md5=2789287b7bc681f81f0c278083e5beaf","Department of Endocrinology, Fortis Hospital, Mohali, Punjab, India; Department of Endocrinology, Bharti Hospital, Karnal, Haryana, India; Department of Endocrinology, Columbia Asia Hospital, Patiala, Punjab, India; Department of Electrical and Computer Engineering, University of Waterloo, ON, Canada; Department of Endocrinology, PGIMS, Rohtak, Haryana, India; Department of Endocrinology, Apollo Hospital, Ludhiana, India; Department of Anaesthesiology, ESI Hospital, India; Department of Plastic Surgery, Hargun Hospital, Amritsar, India; Department of Endocrinology, Golden Hospital, Jalandhar, India; Department of Endocrinology, Dayanand Medical College, Ludhiana, India; Department of Endocrinology, Oxford Hospital, Jalandhar, Punjab, India; Department of Endocrinology, CHL Hospital, Indore, Madhya Pradesh, India; Department of Diabetology, North Delhi Diabetic Centre, New Delhi, India; Department of Medicine, MLN Medical College, Allahabad, Uttar Pradesh, India; Additional District Sessions Judge, Faridabad, Haryana, India","","English"
"2005","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644678926&partnerID=40&md5=20a95714230af5c05c4b8ec37090f4da","University of Illinois, Urbana-Champaign, United States","","English"
"2005","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344366527&doi=10.1136%2fadc.2004.064378&partnerID=40&md5=bfd373dcb9db783d5ca42c9ba1cbcf5f","Manor Hospital, Walsall, United Kingdom; Department of Theology, University of Birmingham, Birmingham, United Kingdom; Department of Primary Care and General Practice, University of Birmingham, Birmingham B15 2TT, United Kingdom; Division of Community Health Sciences: GP Section, University of Edinburgh, Edinburgh, United Kingdom","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923433082&doi=10.1017%2fCBO9780511979651.013&partnerID=40&md5=fd5c1cbe8a142f8d95b48af40718c75a","Faculty of Theology, University of Oxford, United Kingdom; Pembroke College, United Kingdom","","English"
"1997","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349174523&doi=10.1023%2fA%3a1004219904189&partnerID=40&md5=a402a2e35ad3fe981de544144129844c","Department of Sanskrit, University of Edinburgh, United Kingdom","","English"
"2012","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871342125&doi=10.1080%2f13617672.2012.732817&partnerID=40&md5=26123a24b1757d4f4bb3af614aff6729","School of Philosophy, Religion and the History of Science, University of Leeds, Leeds, United Kingdom","","English"
"2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074810015&doi=10.1080%2f17448727.2019.1685641&partnerID=40&md5=a7a69e74fbb63c44166338f1183ab50e","","","English"
"1939","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979326654&doi=10.1111%2fj.1478-1913.1939.tb00414.x&partnerID=40&md5=67bb29aa23a292eaddf69d4eb1e4d671","Hartford, Connecticut, United States","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138935356&doi=10.4324%2f9781315545967&partnerID=40&md5=4d3f4f7b8d78aa3769cb5b825bf8cd59","James Madison University, Harrisonburg, VA, United States; GITAM University, Andhra Pradesh, Visakhapatnam, India","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949293019&partnerID=40&md5=a5951fe5d8134b4b544c8dbd489976ca","","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122214871&doi=10.1111%2ferev.12660&partnerID=40&md5=9b5e9b8942beddcd850818ac00697836","National Academy of Sciences of Ukraine, Ukraine; NGO The Oriental Studies Circle, Ukraine","","English"
"2011","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051888253&doi=10.1080%2f17448727.2011.593297&partnerID=40&md5=f49767226179c46061b918296a0e39cc","School of Oriental and African Studies (SOAS), University of London, London, WCIH OXG, Thornhaugh Street, Russell Square, United Kingdom","","English"
"2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147303010&doi=10.1080%2f17448727.2022.2163740&partnerID=40&md5=3103996bb0c859473e0d688387bdcae0","University of California Santa Cruz, Santa Cruz, CA, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135743395&doi=10.1007%2fs11407-022-09319-w&partnerID=40&md5=57d6bead76494aa162799e0ec826cca7","Department of Languages and Cultures, Ghent University, Blandijnberg 2, Gent, 9000, Belgium","Fonds Wetenschappelijk Onderzoek, FWO, (12T7320N)","English"
"2009","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920849502&doi=10.1093%2facprof%3aoso%2f9780195380040.003.0003&partnerID=40&md5=85d1f510668373b0d8c7089b5b9fbb37","University of Ghent, Belgium","","English"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920550568&partnerID=40&md5=f543a88e22f787411be7c6bf76e835e8","University of Michigan, United States","","English"
"2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054091300&doi=10.1080%2f17448727.2018.1527593&partnerID=40&md5=71cd7410a41bf4679978a28cb0e6e527","","","English"
"2009","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996922148&partnerID=40&md5=116c1b60a7d3cc186cd6707f8b76e3c7","Centre for the Study of Social Systems, School of Social Sciences, Jawaharlal Nehru University, New Delhi, India","","English"
"2021","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129775508&doi=10.1080%2f26437015.2021.1906186&partnerID=40&md5=d08c389fdf7e323729c146244257cc42","Department of Economics and Business, Hampden-Sydney College, United States; Department of Management, FLAME University, India; Department of Management, University of New Hampshire, United States","","English"
"2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067964499&doi=10.3390%2frel10040232&partnerID=40&md5=501aa98c0d836e442c897eedb0331ec0","Yoga Studies, Loyola Marymount University, Los Angeles, 90045, CA, United States","","English"
"2011","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921627233&doi=10.1093%2facprof%3aoso%2f9780199735631.003.0016&partnerID=40&md5=28255772a189575bf25c89d0e656b9c2","Northern Virginia Community College, United States","","English"
"1948","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881780571&doi=10.1525%2faa.1948.50.3.02a00050&partnerID=40&md5=b91f7acf5c19e38980fc8520accab21f","Columbia University, New York, New York, United States","","English"
"2011","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920363753&doi=10.1093%2facprof%3aoso%2f9780195305326.003.0015&partnerID=40&md5=1c27fc2faacd221edfb3f9598c6c2f45","University of Edinburg, Scotland, United Kingdom","","English"
"2003","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449427747&doi=10.1080%2f0969725032000154359&partnerID=40&md5=371b9af9378f732ca9a924d203a3b583","Department of Religious Studies, University of Lancaster, Lancaster LA1 4PS, United Kingdom","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954239300&doi=10.4000%2fassr.26276&partnerID=40&md5=77da161559457a5aa96e7455507e9e3a","CNRS (Centre D'Études de L'Inde et de L'Asie du Sud), UMR 8569, EHESS-CNRS, France","","English"
"2006","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858776214&partnerID=40&md5=a04154a82493c41490eb4a695f82168a","Department of Religious Studies, University of California, Riverside, United States","","English"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875319699&doi=10.1080%2f17448727.2012.752673&partnerID=40&md5=1ae28a45b716e8a54ca3b06fbb93726c","University of Michigan, Ann Arbor, MI, United States","","English"
"2013","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872544060&doi=10.1017%2fS0026749X1200039X&partnerID=40&md5=f9217feb92ef5ba65c2ead0fcb27a9cb","University of Oxford, Wadham College, Oxford OX1 3PN, United Kingdom","","English"
"2003","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55449111579&doi=10.4324%2f9780203423028&partnerID=40&md5=588548eee1404ae99126d33a50c275a6","Lund University, Sweden","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119240052&doi=10.4324%2f9781003006763-3&partnerID=40&md5=cb3ac141182afe25dc97b55f80b09e15","University of California, Irvine, United States","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021014697&doi=10.4324%2f9781315641775&partnerID=40&md5=85b69f0e2a47d6ad3f634e984c081600","Loma Linda University, United States; Adventist University of Healthcare Sciences, Department of Health and Biomedical Sciences, Orlando, FL, United States","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041534714&partnerID=40&md5=caa1f5ed65f4408cdeaca13633259cd0","Wahid Hasyim University Semarang, Indonesia; Wahid Hasyim University Semarang, Jamia Millia Islamia University, State Islamic University of Walisongo Semarang, Indonesia","","English"
"2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053651247&doi=10.1007%2f978-3-319-77261-5_8&partnerID=40&md5=c3b37744b74ca2f8a0a202dca6383405","Department of Philosophy, Sociology, Education, Applied Psychology, University of Padova, via Cesarotti 12, Padova, 35123, Italy","","English"
"2008","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949589915&doi=10.1017%2fCBO9780511619069.003&partnerID=40&md5=fb4163f0a08608896a9b04c3b03263d0","","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124979763&doi=10.1192%2fbja.2022.1&partnerID=40&md5=8d595612212d126c9727163ea4dbf1f2","Social and Community Psychiatry, The Centre of Mental Health and Wellbeing Research, Warwick Medical School, Coventry, United Kingdom","National Institute for Health and Care Research, NIHR; Australian Research Council, ARC","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131726545&doi=10.1080%2f17448727.2022.2084946&partnerID=40&md5=07b1e62d23828845e0416c6e6ce11c5a","Newcastle Business School, Northumbria University, Newcastle upon Tyne, United Kingdom","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011767824&partnerID=40&md5=ae64871112f01edd4bc79140190b895a","","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051870003&partnerID=40&md5=497d6af297c419fbc2a773b7c988bcc8","GISS, New York, United States; London, United Kingdom","","English"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905781071&doi=10.4324%2f9780203079935&partnerID=40&md5=c5a85baffa1f2018243e354ea2057386","University of California, Riverside, United States","","English"
"2010","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957899569&doi=10.1080%2f19472490903387209&partnerID=40&md5=e5a3088ca59bcad3b48d27deb7ca4a34","Centre for the Study of Comparative Religions and Civilizations, Jamia Millia Islamia University, New Delhi, India","","English"
"2008","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992784279&doi=10.1177%2f0966735008091398&partnerID=40&md5=30719be79cc1d11e7f5fe7a0503d32d4","","","English"
"2008","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872199983&doi=10.1017%2fCBO9780511619069.024&partnerID=40&md5=37b8219f236192e8d11aa4185c8b33a7","","","English"
