"Year","Cited by","Link","Affiliations","Funding Details","Language of Original Document"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101970158&doi=10.1007%2f978-3-030-30432-4_6&partnerID=40&md5=a1b8aea48017bef34c678e1fb1dc4837","Center for Healthcare Ethics, Duquesne University, Pittsburgh, PA, United States","","English"
"2009","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749089104&doi=10.1093%2fjhs%2fhip012&partnerID=40&md5=25f573396ba5234839230a5be30f69a7","Department of Religious Studies, DePauw University, Greencastle, IN, United States","","English"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886568646&doi=10.1002%2f9781444355390.ch8&partnerID=40&md5=2a919ddbff91f0236b54993b01531194","Centre for the Study of Law and Governance, Jawaharlal Nehru University, New Delhi, India","","English"
"2005","187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921346433&doi=10.1093%2f0195166558.001.0001&partnerID=40&md5=e7ac80b637057ce788c477b2032936e9","Maryville College, United States","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095829938&doi=10.1163%2f15700682-12341482&partnerID=40&md5=68250086f16d02ecaac061118e35189f","Department of Religious Studies, Missouri State University, Springfield, MO, United States","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988816&doi=10.7575%2faiac.ijalel.v.5n.4p.168&partnerID=40&md5=311052d8d18b4161b5a9eda4e80e4127","Department of English, Faculty of Modern Languages and Communication, Universiti Putra Malaysia, Serdang, 43400, Selangor, Malaysia","","English"
"2010","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954576245&doi=10.1093%2fjhs%2fhiq013&partnerID=40&md5=89ae2d0b2c5214534b55342d03cace4c","","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137447369&doi=10.4324%2f9781003254133-10&partnerID=40&md5=17884def91d1fc55845131f5d66ad6b8","Jagiellonian University, Krakow, Poland; University of Rzeszow, Poland","","English"
"2015","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941798545&partnerID=40&md5=340fc158df6a566791a6b2f122a5e04f","Palliative Care Program, Department of Medicine, Beth Israel Deaconess Medical Center, 330 Brookline Avenue, Boston, 02215, YA-109, United States; Palliative Care Program, Department of Medicine, Beth Israel Deaconess Medical Center, 330 Brookline Avenue, Boston, 02215, YA-109, United States; Palliative Care Program, Department of Medicine, Beth Israel Deaconess Medical Center, 330 Brookline Avenue, Boston, 02215, YA-109, United States; Palliative Care Program, Department of Medicine, Beth Israel Deaconess Medical Center, 330 Brookline Avenue, Boston, 02215, YA-109, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144396695&doi=10.4324%2f9781003298106&partnerID=40&md5=a6096fca864d085240ade74d9980ccd5","Rabindranath Tagore Institute, Mauritius","","English"
"2010","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957883017&doi=10.1080%2f19472490903387258&partnerID=40&md5=ab8e5f7e3290aca151186cb504c1e3d6","Times of India, New Delhi, India","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148439192&doi=10.18848%2f2325-1581%2fCGP%2fv16i02%2f69-84&partnerID=40&md5=62318a7150cb6ddbb3626448dcd59784","Department of Visual Communication Design, Durban University of Technology, KwaZulu Natal, Durban, South Africa","","English"
"2013","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923464445&doi=10.1017%2fCBO9780511979651.009&partnerID=40&md5=290f8bcb65bf982972602f44d7db8f73","Department of History, Jadavpur University, Kolkata, India; Peace Research Institute Oslo (PRIO), Norway","","English"
"2015","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002657478&partnerID=40&md5=b0a3350ccb5e52a4266e8c8920e0285f","All-Russian State Library for Foreign Literature, 1 Nikoloyamskaya Str., Moscow, 109189, Russian Federation; Institute of World Economy and International Relations, Russian Academy of Science (IMEMO), 23 Profsoyuznaya Str., Moscow, 117997, Russian Federation","","Russian"
"2016","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988811867&doi=10.1080%2f13674676.2016.1207162&partnerID=40&md5=974af5124186f1b5c5e59fdcc16ae1d7","Warwick Religions and Education Research Unit, Institute of Education, University of Warwick, Coventry, United Kingdom; Department of Psychology, Karnatak University, Dharwad, Karnataka, India; Department of Psychology, Glyndwr University, Wrexham, United Kingdom","","English"
"2012","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922419205&doi=10.1093%2facprof%3aoso%2f9780195665314.001.0001&partnerID=40&md5=c1d64eac446d44d4b6b24460ec7420fd","McGill University, Canada","","English"
"2009","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551493596&doi=10.1080%2f19438190902719575&partnerID=40&md5=187055e29c1d8c535b89949c335f53c8","South Asian Studies Programme, National University of Singapore, Singapore","","English"
"2005","41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12944262169&doi=10.1177%2f0090591704271472&partnerID=40&md5=83eb2c5811d00bd97d158c778e4d95a3","University of Nebraska, Lincoln, United States; Political Science Department, University of Nebraska, United States","","English"
"2009","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874076231&partnerID=40&md5=06f3c4f5cb96a158e5fe8b4e8aba4716","CSJM University, Kanpur, India","","English"
"2012","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865541158&doi=10.1111%2fj.1467-9744.2012.01277.x&partnerID=40&md5=0a93da0334c36c58e03278beb3a53a51","Trinity University, San Antonio, TX 78212, United States","U.S. Food & Drug Administrationas; Pfizer UK; Otsuka America Pharmaceutical, OAPI","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114787974&doi=10.26650%2fdi.2018.29.2.0040&partnerID=40&md5=146d53f13cc575f5e9364d98e4ae1153","Supreme Court of India, Indian Society for Health Laws and Ethics, New Delhi, India","","English"
"2008","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249127693&doi=10.1080%2f09584930802271349&partnerID=40&md5=263293b178dd7ea516a4e3104536bc3a","","Arts and Humanities Research Council, AHRC, (112888/1)","English"
"2008","60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48449103677&doi=10.1080%2f13674670701846469&partnerID=40&md5=90a9b2a0c965764e60ea97d067991560","University of Warwick, Coventry, United Kingdom; Oxford Centre for Hindu Studies, Oxford, United Kingdom","","English"
"2005","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19144365513&doi=10.1016%2fj.religion.2005.02.003&partnerID=40&md5=ac3449f1c0b4d78a30d70e2c8517d400","Department of Sociology, University of Toronto, Toronto, Ont. M5S 2J4, 725 Spadina Avenue, Canada; Statistics Canada, Business and Labour, Market Analysis, Ottawa, Ont. K1A 0T6, 120 Parkdale Avenue, Canada","","English"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923233446&doi=10.1093%2foxfordhb%2f9780195137989.003.0002&partnerID=40&md5=e5ce202d0ae7115e256963aaa2f627ce","Institute of Economic Growth and chairman, Centre for the Study of Developing Societies, Delhi, India","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149055855&doi=10.1007%2f978-3-030-54008-1_14&partnerID=40&md5=b99dd775efd6c8b8aafd0b488d19677e","Blackfriars Hall, University of Oxford, Oxford, United Kingdom","","English"
"1984","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946619431&doi=10.1080%2f0141620840060306&partnerID=40&md5=33b6f1b942b99268dd91ba6a60e1561e","West Sussex Institute of Higher Education, Shap Working Party on World Religions, Bishop Otter College, Ckichester, West Sussex PO19 4PE., College Lane, United Kingdom","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138203007&doi=10.1007%2f978-981-19-3367-7_9&partnerID=40&md5=ca9348e502f1585dbc62e24d4a07db88","Karnataka, Bengaluru, India","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082924395&doi=10.1002%2fjgc4.1273&partnerID=40&md5=87a3b954574521e14842ffa89eb425fa","Master of Science in Genetic Counseling Program, Arcadia University, Glenside, PA, United States; Master of Science in Genetic Counseling Program, The University of Pennsylvania, Philadelphia, PA, United States","Arcadia University; Acadia University","English"
"2011","47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959924573&doi=10.1111%2fj.1548-1425.2011.01315.x&partnerID=40&md5=ae57459edac5d8086bff0a03f5070c3e","Weatherhead Center, Harvard University, Cambridge, MA 02138, 1737 Cambridge Street, United States","","English"
"2009","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107766489&doi=10.4324%2f9780203939734&partnerID=40&md5=fcee24878ed7fb5f8a49a76121e7484a","Mahatma Gandhi Center for Global Nonviolence, James Madison University, Harrisonburg, VA, United States; University of Florida, Gainesville, United States","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055267058&doi=10.1080%2f17409292.2018.1470713&partnerID=40&md5=c518aa974f330de2d4e2cff890df0345","Pennsylvania State University, United States","","English"
"2008","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921577659&doi=10.1093%2facprof%3aoso%2f9780195314052.001.0001&partnerID=40&md5=01cf6398690373b06460108b233e36d1","Georgetown University, United States","","English"
"2020","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074054172&doi=10.1080%2f15528030.2019.1670771&partnerID=40&md5=3001c6cfeae99f40570648246ad2a640","University of South Florida, Tampa, United States","","English"
"2019","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118645521&doi=10.30965%2f23642807-00501012&partnerID=40&md5=e2a08e5885bd48a314ccd8c3fa449b3e","Department of Religious Studies, Faculty of Catholic Theology, University of Vienna, Schenkenstraße 8-10, Vienna, 1010, Austria","","English"
"2021","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106885071&doi=10.1080%2f09584935.2021.1915248&partnerID=40&md5=4e1ad1e0f9b36e2b8c76bb054666e288","Syracuse University, Syracuse, NY, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145004345&doi=10.1515%2fopth-2022-0224&partnerID=40&md5=fd5d05e9df2145417e1f46ad1d029411","L M South Asia Institute, Harvard University, Cambridge, United States; University of Petroleum and Energy Studies, Dehradun, India","University Grants Commission, UGC","English"
"2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046927357&doi=10.4324%2f9780203102312-13&partnerID=40&md5=bfd2c9bf20b9609dab69966fa0849eef","Department of Cultural Studies and Oriental Languages, The University of Oslo, Norway","","English"
"2014","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889091114&doi=10.1080%2f13674676.2013.773967&partnerID=40&md5=019fad03d876440986d6b1b6d1a8dee9","Karnatak University, India; Department of Psychology, University of Tennessee at Chattanooga, Chattanooga, United States; University of Oregon, United States","","English"
"2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076201895&doi=10.1007%2fs11407-019-09262-3&partnerID=40&md5=70dca093466a8d922dd5a9ec3378f342","Emeritus Professor of Hinduism and the Comparative Study of Religion, Faculty of Divinity, University of Cambridge, Cambridge, CB3 9BS, United Kingdom","","English"
"1989","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45149142321&doi=10.1016%2f0048-721X%2889%2990020-1&partnerID=40&md5=7180d962ad31de54606237a99426c011","Department of Religious Studies, University of Lancaster, Lancaster, LA1 4YG, United Kingdom","","English"
"2010","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925610006&doi=10.1017%2fCBO9780511779084.009&partnerID=40&md5=1303b832d7ac69a417b382283693df9c","McGill University, Canada","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115071227&doi=10.1163%2f9789004432284_036&partnerID=40&md5=e496e5cd7ede096445b5573b9dd8fd98","","","English"
"2011","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952642121&doi=10.1080%2f00856401.2011.549083&partnerID=40&md5=fa94805576c56f271138a9e7080d7647","University of Antwerp, Belgium","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093692954&doi=10.1080%2f13674676.2020.1822792&partnerID=40&md5=a6dd2b41ce2bcd5a2fc6973530b2e09a","Queen Mary College, University of London, London, United Kingdom; Department of Anthropology, University College London, London, United Kingdom","","English"
"2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149991199&doi=10.1007%2fs42240-023-00139-8&partnerID=40&md5=1447dda81c4c64ae123f9d0109471af5","Department of Religious Studies, The Open University, Milton Keynes, MK7 6AA, United Kingdom","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149020451&partnerID=40&md5=0ce53924c9edb5a7b5287498a1d41afa","Universitatea din București, Romania","","Romanian"
"2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921258668&doi=10.1093%2facprof%3aoso%2f9780198077473.003.0007&partnerID=40&md5=2178b86946e8eaed6f81a19a84186fba","Centre for the Study of Developing Societies, Delhi, India","","English"
"2015","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086540094&doi=10.4324%2f9780203362037&partnerID=40&md5=31dd32337c56de1d02accf75afde439e","Tufts University, United States","","English"
"1999","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61049167848&doi=10.1111%2f1467-9809.00082&partnerID=40&md5=7258840957638b006459db8466fafd9a","Oriental Institute, University of Oxford","","English"
"2009","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249117173&partnerID=40&md5=14d2999ccc25b8e9ab4662f66bd012d7","Centro de Bioética, Facultad de Medicina, Clínica Alemana, Universidad del Desarrollo, Santiago de Chile, Chile","","Spanish"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149308182&doi=10.1002%2f9781119424420.ch17&partnerID=40&md5=f8a01d0cec70a40b00e73c1c64b677d4","University of Winchester, United Kingdom","","English"
"2008","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69549096177&doi=10.1355%2fSJ23-1C&partnerID=40&md5=daec7c2ef0484143f8beae991060f58c","Research Assistant for the Research Cluster (Religion), Faculty of Arts and Social Sciences, National University of Singapore, Singapore; Centre for Asian Societies and Histories, College of Asia and the Pacific, Australian National University, Australia","","English"
"2014","64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903463921&doi=10.1016%2fj.bandc.2014.03.013&partnerID=40&md5=28490f0b17265546e9dc432079fccb45","Department of Human Science, University of Udine, Italy; Department of Biomedical and NeuroMotor Sciences, University of Bologna, Italy; Department of Clinical and Experimental Medicine, University of Messina, Italy; Perceptual Robotics (PERCRO) Laboratory, Scuola Superiore Sant'Anna, Pisa, Italy","Mind and Life Institute, MLI, (2012-04-001)","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124871992&doi=10.1080%2f02759527.2022.2033071&partnerID=40&md5=fe0cd3fd8bf7696a26d2e4a7938a7db6","Department of Sociology, South Asian University, New Delhi, India","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066670330&doi=10.1093%2foxfordhb%2f9780199273881.003.0006&partnerID=40&md5=1c333e64dac283fab89dc0cd91492983","Nassau Community College, New York, United States","","English"
"2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058738794&doi=10.4324%2f9781351103657&partnerID=40&md5=7ad46022c97321865dbe2180448f2c49","Georgia College, United States","","English"
"2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040162725&doi=10.5325%2fmarktwaij.15.1.0001&partnerID=40&md5=2559b6e6404d3cd8465f76e41c573421","University of Kansas, United States","","English"
"2008","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549090596&doi=10.1016%2fj.religion.2008.01.008&partnerID=40&md5=2e0556f51372d8d85648b9fe92e254b6","Department of Sociology, School of Social Science, University of Aberdeen, Aberdeen, AB24 3QY Scotland, Edward Wright Building, United Kingdom","Economic and Social Research Council, ESRC, (ES/F016123/1); University of Warwick; University of Reading, UoR","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049458585&doi=10.1093%2foso%2f9780198702603.001.0001&partnerID=40&md5=519ea16afcf4e37076b14b3c0a884487","Department of Asian Studies, University of Texas, Austin, United States; Department of Asian Studies, University of Texas, Austin, United States","","English"
"2010","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886171183&doi=10.1002%2f9781444320152.ch1&partnerID=40&md5=741556c10690e40d261f4078ba5fb048","University of Sussex, Brighton, United Kingdom","","English"
"2010","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898390387&partnerID=40&md5=3db7f9fb407626ab51cc18fca52a051b","","","English"
"2021","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105453343&doi=10.4000%2fassr.58631&partnerID=40&md5=36c1c4aeb87ddaeb75ea25f3fd9bb764","Centre d'Études de l'Inde et de l'Asie du Sud (EHESS-CNRS), France","","English"
"2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062342664&doi=10.1007%2fs11841-018-0647-8&partnerID=40&md5=65d8a32cdcdbc8a70f48110a8de133ba","Deakin University, Burwood Highway, Burwood, 3125, VIC, Australia","Australian Research Council, ARC, (DE140101764); University of Melbourne","English"
"2015","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944240215&doi=10.1007%2f978-94-017-9376-6_92&partnerID=40&md5=c316b1ebaf4423ce67d0b18e1235d025","University of Gothenburg, Göteborg, Sweden","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137514862&doi=10.4337%2f9781786439291.00019&partnerID=40&md5=154c817bca8e6246cf7a4099df5ac6d5","Institute of South Asian Studies and the South Asian Studies Programme, National University of Singapore, Singapore","","English"
"2014","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107257501&doi=10.4324%2f9781315758534-36&partnerID=40&md5=90a08d73f1abf71488344a0d955e4f54","University of Bergen, Norway","","English"
"1998","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17744412187&partnerID=40&md5=77ca945e4e893efe3db6f7822aad8389","","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122682599&doi=10.1017%2f9781108332989&partnerID=40&md5=53ee67e500a6f558dab764490a38322e","Wabash College, United States","","English"
"2008","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889423955&doi=10.1002%2f9780470775707&partnerID=40&md5=6a35358d35a4b507739f2226aeae1e58","","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149854293&doi=10.1007%2f978-3-030-63023-2_17&partnerID=40&md5=0e814abed5b37b46524c9c30f0b67e01","Liverpool School of Tropical Medicine, Liverpool, United Kingdom","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090945030&doi=10.1142%2f9789811222344_0004&partnerID=40&md5=3ebeb1aeb7fd70be08d10000ec175b8e","Department of Buddhist Studies, University of Delhi, India","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118599112&doi=10.1007%2f978-3-030-27953-0_4&partnerID=40&md5=7c17849ebc552255c3a1c9d7043544f0","University of the Sciences, Philadelphia, PA, United States","","English"
"2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059432269&doi=10.1093%2foso%2f9780190862886.001.0001&partnerID=40&md5=4c5736d9aa128d6a78de7aa92f421c90","Emory University, United States","","English"
"2005","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106923480&doi=10.1177%2f004908570503500112&partnerID=40&md5=9354822a45ab5186dce805497c4b331c","Centre for the Study of Indian Diaspora, School of Social Sciences, University of Hyderabad, Hyderabad, 500 046, India","","English"
"2013","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142063113&doi=10.4324%2f9781315029641-6&partnerID=40&md5=df86a4ceb61dee858dad3ad560e0df8d","George Washington University, United States","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902053382&partnerID=40&md5=52ed5ad0b387a6647850cf45c5ba95f9","Department of Family Medicine, School of Medicine, Brown University, Providence, RI, United States","","English"
"2013","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882648419&doi=10.1111%2fweng.12041&partnerID=40&md5=285b732ceb5ee8a94fab934f1c67368d","Department of Linguistics, Religion, Sanskrit, and Comparative and World Literature, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, 4080 Foreign Languages Building, 707 South Mathews Ave., United States","","English"
"2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031909261&doi=10.1093%2fjhs%2fhix010&partnerID=40&md5=68cc304721ebaa8a5c5dd316473159ea","University of Heidelberg, Germany","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100866368&doi=10.1080%2f07481187.2021.1876789&partnerID=40&md5=f595fc58778b157a79a44f58778aa3cd","Department of Psychology, Middlesex University Dubai, Dubai, United Arab Emirates; Tata Institute of Social Sciences, Mumbai, India","Sanyukta Singh and Akshat Sinha","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144691005&doi=10.32350%2fjitc.122.06&partnerID=40&md5=3e41710a19ef755b379e59419cd539ad","Al-Balqa Applied University, Jordan","","English"
"2011","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926117829&doi=10.1017%2fCCOL9780511975875.018&partnerID=40&md5=d3004d0f1f7bf37a6d640523f8db7cff","Society of Jesus, Harvard Divinity School, United States","","English"
