"Year","Cited by","Link","Affiliations","Funding Details","Language of Original Document"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149774929&doi=10.46586%2fer.11.2022.9771&partnerID=40&md5=67e22ff141509090e0569a24c7f3d779","Ruhr-Universität Bochum, Germany","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898485129&partnerID=40&md5=9273b64c9dcfbc3bd02438fbb1af77ed","Institute of Sino-Christian Studies, China; School of Humanities, Tongji University, China","","Japanese"
"2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068554016&doi=10.3390%2frel10040242&partnerID=40&md5=79350947309cef41e8464daede08f997","Cultural Studies M.A, The University of Haifa, Haifa, 3498838, Israel","University of Pennsylvania, Penn","English"
"2011","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959524526&doi=10.1093%2facprof%3aoso%2f9780199750993.001.0001&partnerID=40&md5=022616773fc3eaaf4d26d10e8f19199e","","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146528758&doi=10.1163%2f2451859X-00701003&partnerID=40&md5=8f8dd8aef6efb73fda58c3ec99612944","Michigan State University, East Lansing, MI, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148607823&doi=10.5565%2frev%2fmitologias.941&partnerID=40&md5=596f107a09925dd3fb2e2f67d9e8315f","Universidad Tecnológica de Perú, Peru","","Spanish"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096788007&doi=10.46586%2fER.11.2020.8573&partnerID=40&md5=6079b8e5ee1aaf92cecc3f70d0b99bca","Institute of Iranian Studies, Freie Universität Berlin, Germany","National Institutes of Health, NIH, (HL55552, RO1 HL070047, U54 HL38655); American Heart Association, AHA","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113115532&doi=10.1093%2foso%2f9780198867067.003.0007&partnerID=40&md5=b3410267d0fc75892ba9ab5369df4a74","Claremont Graduate University, California, United States","","English"
"2007","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940211065&doi=10.1163%2f157005907794762371&partnerID=40&md5=ab7c04fe462f1c46d016f100df00ca60","Rice University, Department of Religious Studies, Houston, TX, United States","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144569778&doi=10.1163%2f9789004417731_005&partnerID=40&md5=42b43f0eb2e156cfc3c31ff5b67e2442","","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086562141&doi=10.4324%2f9781315539706-18&partnerID=40&md5=a8065c86d3fbdaf618e2ac2104dce710","Rice University, United States","","English"
"2016","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097010401&doi=10.1080%2f2222582X.2016.1218998&partnerID=40&md5=0f1ddbd7df337bed16171ed7d5f7de42","Department of Church History and Church Polity, Faculty of Theology, University of Pretoria, Pretoria, South Africa","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989329129&doi=10.7817%2fjameroriesoci.136.2.405&partnerID=40&md5=c30e4eba570a46fde84cb86f3cb24241","Tel Aviv University, Israel","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049952960&doi=10.4324%2f9781315146652&partnerID=40&md5=b18369853f6d84d21d4e2a5f959c311f","","","English"
"2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034002746&doi=10.1007%2f978-981-10-3214-1&partnerID=40&md5=5d9fbb604c8da2b558f1bfbe0c282c07","University of South Australia, Adelaide, SA, Australia","","English"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873168385&doi=10.1177%2f0040571X12456784&partnerID=40&md5=c7023f72f4731c26f03d809d39a42e82","Norwich Cathedral, Norwich, United Kingdom","","English"
"2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064965491&doi=10.1163%2f15685276-12341539&partnerID=40&md5=a7c3de01211af2cc29d94a45bebff0d0","Brown University, United States","","English"
"2014","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930242081&doi=10.1017%2fCCO9781139178044.009&partnerID=40&md5=4d0c3a4dadfe26e71ad5a0cdad713f20","University of Vermont, United States","","English"
"2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044242050&doi=10.1163%2f15700720-12341334&partnerID=40&md5=2044f1b0dae5687ea8469daae201e395","New Testament Exegesis, Faculty of Theology, Uppsala University, Box 511, Uppsala, 75120, Sweden","","English"
"2009","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940831008&doi=10.1163%2fej.9789004181410.i-640.65&partnerID=40&md5=36403bbc11d0c842fd1d1f8a5ec198f0","","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881042915&partnerID=40&md5=fcd6d7d91d2f5543b738894bb8f51f1e","L'Institut de Recherches pour L'étude des Religions, 95120, 13, rue Victor Hugo, France","","French"
"2011","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893139260&doi=10.1163%2f156798911X546152&partnerID=40&md5=1466a3e7394db52d19cced0aaa5b5284","Stockholm University, Sweden","","English"
"2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040368204&doi=10.1163%2f15685365-12341587&partnerID=40&md5=c2e517258cfff5a16ac1fd1f51a0f393","Macquarie University, North Ryde, Australia; St Mark's National Theological Centre, Charles Sturt University, Canberra, Australia; Theology and Religion, University of Otago, Dunedin, New Zealand","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919962140&doi=10.1016%2fj.ruslit.2014.11.014&partnerID=40&md5=a0e1a08ab82eaec1d921b1dc693ef387","","Regional Council of North Karelia; European Commission, EC","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049972442&doi=10.4324%2f9781315165837&partnerID=40&md5=0d49ec051d55350b10a2129e8af5f1a3","Northern Arizona University, United States","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097303852&doi=10.1558%2fjasr.42429&partnerID=40&md5=7b70c17a57546c4439b2ec37e986ab54","Department of Studies in Religion, University of Sydney, 2006, NSW, Australia","","English"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108092169&doi=10.1007%2f978-3-030-43016-0_2&partnerID=40&md5=0cb2ac3877aab1a5e43829eb796babde","University of Bern, Bern, Switzerland","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943563419&doi=10.1163%2f9789004298316&partnerID=40&md5=6611e21c1daca1a2f871ec57c40298b7","","","English"
"2008","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53449098767&doi=10.1556%2fAOrient.61.2008.3.4&partnerID=40&md5=01fbce25abf8f0f70449390b4e5ecadb","Berlin D-10785, Kurfrstenstr. 4a, Germany","","German"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045737415&doi=10.14746%2fbo.2017.1.2&partnerID=40&md5=d1b30c4fa380f1ff1298735dd220ae82","Wrocław, Poland","","Polish"
"2019","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146461827&doi=10.1163%2f2451859X-12340070&partnerID=40&md5=a96e71e1153f58b7b77ea1cc465e666d","Department of Comparative Studies, Ohio State University, United States","","English"
"2015","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963852571&partnerID=40&md5=0ed44d8d6fe82f3ffac3d0226021702c","Tel Aviv, Israel","","English"
"1992","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249839061&doi=10.1007%2fBF00986275&partnerID=40&md5=63de776d30091236fbf90a1038a30ae5","Adirondack Community College in Queensbury, New York, United States","","English"
"1964","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913816999&doi=10.1017%2fS0017816000023282&partnerID=40&md5=dd2228a9e3e05b68edc494fc21b6d012","Harvard University, United States","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119682763&doi=10.14220%2f23642807-00402005&partnerID=40&md5=c17acd90cb35ee9a907f23ca3e33d9af","Faculty of Theology and Religious Studies, Sint-Michielsstraat 6, bus 3101, Leuven, BE-3000, Belgium","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886174820&doi=10.1002%2f9781444320015.ch15&partnerID=40&md5=3208a0fe8e79b77dc0d739cf4beff36e","University of Durham, United Kingdom","","English"
"2013","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073179426&partnerID=40&md5=4ff99179d7197d36ab36752946a7ea14","","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109090886&doi=10.2143%2fETL.96.2.3288274&partnerID=40&md5=d786b2ed3910330a80cc6508a1b9eeb4","Stöcklestr. 22/1, Tübingen, DE-72070, Germany","","English"
"2011","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859174920&doi=10.1080%2f02533952.2011.660610&partnerID=40&md5=accf0ec8e1bcd3af2c2f5bfe49d11e06","Stellenbosch University, South Africa","","English"
"1990","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025027569&doi=10.1111%2fj.1465-5922.1990.00397.x&partnerID=40&md5=80c9c98ce456d99f748456d2f81d6816","Chicago, United States","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135361057&doi=10.4324%2f9781351219143&partnerID=40&md5=9251f5d4c0c5fa37ff5ed7cc03290157","","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045197115&doi=10.13173%2fcentasiaj.60.1-2.0207&partnerID=40&md5=ff02905e5a016fd7591805cc4c97ad6d","Institute of Chinese Literature and Philosophy, Academia Sinica, Taiwan","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105979677&doi=10.1007%2f978-94-017-9448-0_11&partnerID=40&md5=ff2f7dedc41a8d2198a13e546394790b","New School, New York, NY, United States; University of Texas at San Antonio, San Antonio, TX, United States","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010509635&doi=10.1080%2f09720073.2016.11892149&partnerID=40&md5=7664b1f21df03f15a5bf74c05c09349e","Turkology Scientific-Research Institution of H.A.Yassawe International Kazakh-Turkish University, 29 B. Sattarhanov Avenue, Turkistan, 161200, Kazakhstan; Department of International Relations and Regional Studies, Faculty of Humanities and Law, Turan University, 16-18-18A Satpayev Street, Almaty, 050020, Kazakhstan","","English"
"2004","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956672009&doi=10.1017%2fCHOL9780521460835.004&partnerID=40&md5=1742cd53f469c0d4af60a68043aefb81","","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939622167&doi=10.1080%2f00344087.2015.1063963&partnerID=40&md5=f3f28704160d2915d9215b241086638b","Department of Religious Education, Brite Divinity School, Texas Christian University, Fort Worth, TX, United States","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084033588&partnerID=40&md5=b6b66938fe0f25c2d487f1001d2ccf8b","Rudomino All-Russia State Library for Foreign Literature, Moscow, Russian Federation","","Russian"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019440639&partnerID=40&md5=7223fa51c80ec93db8c8d53eea8358ef","Turfanforschung, Berlin-Brandenburgische Akademie der Wissenschaften, Jägerstrasse 22/23, Berlin, 10117, Germany","","English"
"2007","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448972126&doi=10.1177%2f0952695107082490&partnerID=40&md5=282d7ec6bd21fff70ce4185383a3b573","Centre for the Study of Politics and Spirituality, Department of Politics and International Relations, University of Kent, Kent CT2 7NX, United Kingdom","","English"
"2007","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950211709&partnerID=40&md5=bf082c8b68696686588486e9157e93ef","Universität Frankfurt","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074727710&doi=10.1080%2f00131857.2019.1683825&partnerID=40&md5=79a145a4720a19dbb58d1f1bb5079da8","Department of Education Studies, Manchester Metropolitan University, Manchester, United Kingdom","","English"
"2003","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992897496&doi=10.1177%2f0142064X0302600204&partnerID=40&md5=1f755d85c7e4e740d571ee2277dc1827","Department of Religions and Theology, University of Manchester, Manchester M13 9PL, Oxford Road, United Kingdom","","English"
"2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920454391&doi=10.1093%2f019515682X.003.0014&partnerID=40&md5=107d681afce364f40ba7577c4c6e931c","Religious Studies Department, University of South Florida, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125731750&doi=10.31820%2fEJAP.18.1.2&partnerID=40&md5=33fda86d86093e7133824ff5dfecad1f","LanCog, Centre of Philosophy, University of Lisbon","ArgLab Open Seminar; CFUL, (CEECIND/01066/2017); IFILNOVA; Italian Society for Analytic Philosophy; LanCog Social Epistemology Workshop; University of Kent; Fundação para a Ciência e a Tecnologia, FCT","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099698514&doi=10.1163%2f9789004445468_016&partnerID=40&md5=3ccd63cb1ecba2b8ed6fd112e2b23b03","","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053940175&doi=10.4467%2f20834624SL.17.006.6921&partnerID=40&md5=031a7f988804f7bc0cc14e7e727d4ddd","Georg-August-Universität Göttingen, Germany","","English"
"2008","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926985378&doi=10.1017%2fCHOL9780521243773.033&partnerID=40&md5=43b21addd7cfd6e51a13876111a27da5","Department of Religions and Theology, University of Manchester, United Kingdom","","English"
"2016","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920509104&doi=10.1080%2f09557571.2014.978265&partnerID=40&md5=08106c5728a988a34183140a527e6adf","University of St Andrews, United Kingdom","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091385148&doi=10.1163%2f18747167-BJA10005&partnerID=40&md5=d2194d336ff4cf79b92e7e6c1e0f78a5","State University of New York, Stony Brook, NY, United States","","English"
"2010","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957996280&partnerID=40&md5=e31d5841b152609a2cf2c9d0928805ec","Universidad Tecnológica de Pereira, Colombia","","Spanish"
"2016","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101384560&doi=10.1163%2f2451859X-12340013&partnerID=40&md5=bbafe8c8d8342d37376ce8a1ab453f00","University of Amsterdam, Netherlands","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073160769&doi=10.3138%2fjrpc.2017-0011&partnerID=40&md5=421a51b306fae661c51656da68d62e7d","Kuwait University, Kuwait","","English"
"2010","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953977892&doi=10.1111%2fj.1469-8676.2010.00102.x&partnerID=40&md5=3291bb5e7b1829549b0931f5b666c35f","Department of Cultural Anthropology, Utrecht University, 3584 CS Utrecht, Netherlands","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037838704&doi=10.1590%2f1983-6821201710222&partnerID=40&md5=c6e6019c03cdcbfdbe510154ce9393a6","University of California Santa Barbara, California, United States","","Portuguese"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071500073&doi=10.1558%2fRSTH.37708&partnerID=40&md5=56bd98073864f239a1220bc2366062a7","Government of Canada, Canada","","English"
"2010","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149286828&doi=10.1017%2fS0017816010000532&partnerID=40&md5=97b956b7f21e3140661b554180335f9f","Yale University, United States","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130305568&doi=10.18778%2f2084-140X.11.25&partnerID=40&md5=25ef55ee5bd3235e65d04747259d3a14","Martin Luther University of Halle-Wittenberg, Universitätsplatz 10, Halle, 06108, Germany","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116385211&doi=10.1080%2f0950236X.2021.1964759&partnerID=40&md5=772ffd57dd7896614d0adc64d3145e21","","","English"
"2011","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923599408&doi=10.1093%2foxfordhb%2f9780199204540.003.0027&partnerID=40&md5=72a0f323d298b19efbcd3f770e661dd4","University of Helsinki, Finland","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080420470&doi=10.4324%2f9781315589176-11&partnerID=40&md5=80d82b0320019e224d752fe89e41a443","Syracuse University, Villanova, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146520367&doi=10.1163%2f2451859X-00702003&partnerID=40&md5=d013287e5a24b3e0036056ddd80c9347","University of New Hampshire, Durham, NH, United States","","English"
"1988","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976003630&doi=10.1017%2fS0017816000009949&partnerID=40&md5=d0dfb523eed96863f25112e88faa2198","Hebrew University of Jerusalem, Israel","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923423626&doi=10.1017%2fCBO9781139033671.032&partnerID=40&md5=81131c9f9499f4926908ec405ae128f9","Theology Faculty, University of Heidelberg, Germany","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961672236&doi=10.3366%2fjobs.2016.0155&partnerID=40&md5=42c6786cd7128791977a9db00af0f905","Trinity College Dublin, Ireland","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053788949&doi=10.1163%2f15700720-12341335&partnerID=40&md5=664f971e16892d0f8ea08c4b578c60bd","Faculty of Theology, Uppsala University, Sweden","","English"
"2008","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991530865&doi=10.1057%2f9780230616585&partnerID=40&md5=da34ba5d479682a9cd3fb318c997fcc5","","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887942848&partnerID=40&md5=a9c7b9aa7d14fc75e67a3ba62f6bbd2b","","","Spanish"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955034132&partnerID=40&md5=4fb923d03471750b12f1ea95eec8c85b","Christopher Newport University, VA, United States","","English"
"2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146440444&doi=10.1163%2f2451859X-12340058&partnerID=40&md5=7fc2e68d9c7454920327e92c686801e8","University of Groningen, Netherlands","","English"
"2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040581505&doi=10.5209%2fILUR.57408&partnerID=40&md5=77e4a32bb7ab00561fe8e8633c728d13","Universidad Panamericana, Campus Aguascalientes, Mexico","Cristianismo, (Hipona9)","Spanish"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885508252&doi=10.1002%2f9781118255483.ch26&partnerID=40&md5=de2a1ebf5707d7a3a8fa4efbc9578a0f","Villanova University, PA, United States","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113095900&doi=10.1093%2foso%2f9780198813194.001.0001&partnerID=40&md5=f3b9dda142dbfc7f2ab930ecbaffc130","University of Exeter, United Kingdom","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881013963&partnerID=40&md5=cd608299d992b2ab042104ea88b82da2","Department of History Education, BakiDolet university, Baki, Azerbaijan","","English"
"2020","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088968697&doi=10.13154%2fer.11.2020.8414&partnerID=40&md5=89174d362e6ca89e332b3417707f93e2","Northern Arizona University, United States","","English"
"2004","153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926100550&doi=10.1017%2fCBO9780511616891&partnerID=40&md5=fe5c9a65db6399d5db26eb0178e2e9a8","Department of Studies in Religion, Sydney University, Australia; Ancient History Documentary Research Centre, Macquarie University, Australia","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904108817&doi=10.1177%2f0008429814526143&partnerID=40&md5=badb5df34f8f714b1c6eab2ef47b0268","Université Laval, Québec, QC, Canada","","French"
"2010","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952420528&doi=10.1017%2fS0034412509990357&partnerID=40&md5=a52b2ea9680ffc153d203058e7072937","Department of Philosophy, JRC 219, University of St. Thomas, St Paul, MN 55105, 2115 Summit Ave, United States","","English"
"1987","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949113787&doi=10.1016%2f0048-721X%2887%2990057-1&partnerID=40&md5=5057c2eecc2f120ef51d1b9937b29217","Department of Religious Studies, University of Pittsburgh, Pittsburgh, PA 15260, 2610 Cathedral of Learning, United States","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030674640&partnerID=40&md5=4b8d1b5c27e0d003942d108096a2c5a1","Institute of Philosophy, Russian Academy of Sciences, Russian Federation","RGNF","Russian"
"1996","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038973046&doi=10.1177%2f053901896035002004&partnerID=40&md5=19b6700fc09cea55c300472c82936e3f","Dept. of Politics and Intl. Rel., Rutherford College, University of Kent at Canterbury, Canterbury, Kent CT2 7NZ, United Kingdom","","English"
"1987","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250092528&doi=10.1007%2fBF01533120&partnerID=40&md5=ddd01eb619437d164273883a4318e27b","Veterans Administration Medical Center in Portland, Oregon, United States; Medical Psychology at Oregon health Sciences University, United States","","English"
"2009","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952725354&doi=10.1017%2fS0036930609004761&partnerID=40&md5=26900a6e632f43557f1479e6f6304a2e","Bethel University, St Paul, MN 55112, United States","","English"
"2014","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897562970&doi=10.1163%2f1573384X-20140103&partnerID=40&md5=6a998e24c93ab19d9751de43c6d5a9a0","Warsaw University, Poland","","English"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920836672&doi=10.1093%2facprof%3aoso%2f9780195335989.003.0015&partnerID=40&md5=3119e8c51caff2a2942775c4ee69f2d9","University of North Carolina at Greensboro, United States","","English"
"2021","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126651771&doi=10.1484%2fJ.JAAJ.5.127572&partnerID=40&md5=25849aed7710359a9cbe2441815e1cb1","Tel Aviv University, Israel","","English"
"2004","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63649122715&doi=10.1177%2f000842980403300206&partnerID=40&md5=8a12a1746d4eb61b8b5db07b797a638f","Faculty of Theology, Saint Paul University, Ottawa, ON K1S 1C4, Canada","","English"
"2015","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939808986&doi=10.1163%2f15700593-01501007&partnerID=40&md5=e2c4e116b967b07fa4b0a818602668be","Universität Leipzig, Germany","","English"
"2012","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864569006&doi=10.7146%2frt.v0i58.7662&partnerID=40&md5=ed097571f123c924e0bad6aa45ba935e","Religionsvidenskab, Institut for Kultur og Samfund, Aarhus Universitet, Denmark","","Danish"
"2020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099395427&doi=10.46586%2fER.11.2020.8710&partnerID=40&md5=f736cb12a4f707735e1be56628e67d8f","","Horizon 2020 Framework Programme, H2020, (725519)","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997077892&doi=10.1093%2fjss%2ffgw025&partnerID=40&md5=72c7cb9faf1bf0f4756ed6c8cd1a506c","Hebrew University of Jerusalem, Israel","","English"
"2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023877118&doi=10.1080%2f10462930500382344&partnerID=40&md5=8fe86afd76631c4ed50e75d3f00d361b","Department of Communication Arts and Sciences, The Pennsylvania State University, University Park, PA, 16802, 234 Sparks Building, United States","","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109136334&doi=10.25681%2fIARAS.0130-2620.261.313-327&partnerID=40&md5=5f4035909f10bbccd59dae47095c2d9c","Institute of Archaeology, Russian Academy of Sciences, ul. Dm. Ulyanova, 19, Moscow, 117292, Russian Federation","","Russian"
"2011","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893423042&doi=10.1163%2f156852911X567842&partnerID=40&md5=077fa630707ca9b23f1e118b8e5c6a87","Saint Louis University, United States","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142347293&doi=10.1080%2f2222582X.2015.11877321&partnerID=40&md5=ef47731ab223615f8db7f78ab9b0d073","University of Pretoria, South Africa","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992641016&partnerID=40&md5=c5d3d48afe811036f558e2568767bdc4","Institute of Archaeology, Russian Academy of Sciences, Moscow, Russian Federation","","Russian"
"2009","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956487573&partnerID=40&md5=b50836a41a5e4677c6b0728bb420ae6a","Boston University, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147811639&doi=10.4013%2ffsu.2022.231.04&partnerID=40&md5=4be4d4bd1c8d7c7e48ed22e5ceae2bb9","Universidade de Brasília, Programa de Pós-Graduação em Metafísica, DF, Brasília, Brazil","","English"
"2016","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124053845&doi=10.1163%2f2451859X-12340008&partnerID=40&md5=3fbbc10ee13bd4d9cdfad3b65e2bfe19","Freie Universität Berlin, Ägyptologisches Seminar, Germany","","English"
"2007","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881994763&partnerID=40&md5=0d02cfcc5744793c93bd6476af5f86b9","School of Bible, Crichton College, Memphis, TN, United States","","English"
"2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041567770&doi=10.1080%2f00210862.2018.1426985&partnerID=40&md5=c5ae61fc5b252b3a870a183bd6d14ca8","Ohio State University, United States","","English"
"1979","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945772011&doi=10.1080%2f02589347908704748&partnerID=40&md5=c53cc7b7487ad9a9b66bb89621552ccf","National Institute for Metallurgy, Randburg, South Africa","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068851552&doi=10.3390%2frel10060345&partnerID=40&md5=1129ec34bb0b852054d5cc47c485f227","Department of English, Marquette University, Milwaukee, 53233, WI, United States","","English"
"2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140301301&doi=10.1163%2f2451859X-12340073&partnerID=40&md5=ec48b3793bf97810d5441751e8971f45","New York Public Library, Los Angeles, United States; University of Philosophical Research, Los Angeles, United States","","English"
"2008","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949558283&doi=10.4067%2fS0049-34492008000200009&partnerID=40&md5=531bd10128b4351d334109e0f8354a86","Escuela de Derecho, Universidad Católica del Norte, Chile","","Spanish"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017226513&doi=10.17223%2f19986645%2f45%2f12&partnerID=40&md5=5cb903cbe7057ad15d6c37f775cc548c","North-Caucasus Federal University, Stavropol, Russian Federation","","Russian"
"1996","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63549097705&doi=10.1093%2flitthe%2f10.4.351&partnerID=40&md5=85246f0790092d0fb5af3dbefdf990a5","University of Hertfordshire","","English"
"2008","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46249084102&doi=10.3200%2fDEMO.16.2.117-130&partnerID=40&md5=405d2a6a33906bccf77aed8d91a52bee","","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947293856&doi=10.3828%2fextr.2015.6&partnerID=40&md5=46a13c197b7babdda2ae36e210d8320e","University of South Florida, United States","","English"
